mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile1,ImageFile2,MatchSimilar,SequenceNumber,participant,source,date,expName,psychopyVersion,OS,frameRate
-0.084750909,-0.076543579,0,0,1,0.2147,number3,0,0,0,0,1,IMS/12-PatiriellaRegularis-02.jpg,Match/12-PatiriellaRegularis-07.jpg,Match,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.385876872,-0.261960585,1,0,1,0.899905,number3,0,1,1,1,1,IMS/05-CodiumFragile-04.jpg,SimilarSameOrder/05-01-OsterobiumQueketti.jpg,SimilarSameOrder,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.204996745,-0.263380127,1,0,1,5.46033,number8,0,2,2,2,1,IMS/18-SabellaSpallanzanii-03.jpg,SimilarSameFamily/18-01-SabellastarteSpectabilis.jpg,SimilarSameFamily,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.546124827,-0.250686578,1,0,1,5.463595,number1,0,3,3,3,1,IMS/07-EuchoneLimnicola-03.jpg,SimilarSameGenus/07-01-EuchonePapillosa.jpg,SimilarSameGenus,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.189761013,-0.264670071,1,0,1,4.66406,number8,0,4,4,4,1,IMS/17-RapanaVenosa-02.jpg,Match/17-RapanaVenosa-05.jpg,Match,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.075001899,-0.24879008,1,0,1,6.579565,number7,0,5,5,5,1,IMS/16-PotamocorbulaAmurensis-01.jpg,SimilarSameOrder/16-01-CytodariaSiliqua.jpg,SimilarSameOrder,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.077184991,-0.254110379,1,0,1,7.21064,number7,0,6,6,6,1,IMS/11-MytiopsisSallei-03.jpg,Match/11-MytiopsisSallei-05.jpg,Match,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.357738308,-0.277643297,1,0,1,5.61207,number3,0,7,7,7,1,IMS/06-CrepidulaFornicata-01.jpg,SimilarSameGenus/06-01-CrepidulaGrandis.jpg,SimilarSameGenus,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.387746039,-0.252962579,1,0,1,3.760595,number10,0,8,8,8,1,IMS/01-VaricorbulaGibba-01.jpg,SimilarSameGenus/01-03-VaricorbulaOperculata.jpg,SimilarSameGenus,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.537139418,-0.247019586,1,0,1,5.12997,number1,0,9,9,9,1,IMS/04-CharybdisJaponica-03.jpg,SimilarSameFamily/04-01-OvalipesOcellatus.jpg,SimilarSameFamily,14,33823,2,2021-03-31_18h38.12.211,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
