mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile1,ImageFile2,MatchSimilar,SequenceNumber,participant,source,date,expName,psychopyVersion,OS,frameRate
0.552356771,-0.236549479,1,0,0,3.97968,number12,0,0,0,0,1,IMS/01-VaricorbulaGibba-01.jpg,SimilarSameOrder/01-01-BarneaTruncata.jpg,SimilarSameOrder,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.556805556,-0.265885417,1,0,0,5.795655,number1,0,1,1,1,1,IMS/05-CodiumFragile-04.jpg,SimilarSameOrder/05-03-OsterobiumQueketti.jpg,SimilarSameOrder,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.53577691,-0.239865451,1,0,0,4.71288,number1,0,2,2,2,1,IMS/02-AsteriasAmurensis-03.jpg,SimilarSameGenus/02-02-AsteriasForbesi.jpg,SimilarSameGenus,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.546345486,-0.255611979,1,0,0,54.927815,number12,0,3,3,3,1,IMS/02-AsteriasAmurensis-01.jpg,SimilarSameOrder/02-01-HeliasterKubiniji.jpg,SimilarSameOrder,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.546345486,-0.255611979,1,0,0,2.16243,number12,0,4,4,4,1,IMS/12-PatiriellaRegularis-01.jpg,SimilarSameGenus/12-02-PatiriellaMortenseni.jpg,SimilarSameGenus,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.605095486,-0.265342882,1,0,0,5.345965,number12,0,5,5,5,1,IMS/09-HydroidesSanctaecrucis-02.jpg,SimilarSameFamily/09-01-FicopomatusEnigmaticus.jpg,SimilarSameFamily,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.605095486,-0.265342882,1,0,0,6.19724,number12,0,6,6,6,1,IMS/08-HemigrapsusSanguineus-04.jpg,SimilarSameGenus/08-01-HemigrapsusNudus.jpg,SimilarSameGenus,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.550212674,-0.265711806,1,0,0,7.19902,number1,0,7,7,7,1,IMS/18-SabellaSpallanzanii-03.jpg,SimilarSameFamily/18-01-ChoneInfundibuliformis.jpg,SimilarSameFamily,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.530555556,-0.250447049,1,0,0,3.56237,number12,0,8,8,8,1,IMS/05-CodiumFragile-03.jpg,SimilarSameGenus/05-01-CodiumTomentosum.jpg,SimilarSameGenus,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.530555556,-0.250447049,1,0,0,2.761715,number12,0,9,9,9,1,IMS/02-AsteriasAmurensis-02.jpg,Match/02-AsteriasAmurensis-06.jpg,Match,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.561167535,-0.268003472,1,0,0,3.2135,number1,0,10,10,10,1,IMS/05-CodiumFragile-01.jpg,Match/05-CodiumFragile-06.jpg,Match,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.578172743,-0.262664931,1,0,0,2.312925,number1,0,11,11,11,1,IMS/04-CharybdisJaponica-03.jpg,SimilarSameOrder/04-01-CalappaCalappa.jpg,SimilarSameOrder,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.558945313,-0.252317708,1,0,0,4.33212,number1,0,12,12,12,1,IMS/09-HydroidesSanctaecrucis-04.jpg,SimilarSameGenus/09-02-HydroidesDianthus.jpg,SimilarSameGenus,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
0.580711806,-0.262630208,1,0,0,5.380635,number12,0,13,13,13,1,IMS/08-HemigrapsusSanguineus-01.jpg,Match/08-HemigrapsusSanguineus-06.jpg,Match,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.560542535,-0.242643229,1,0,0,4.04981,number1,0,14,14,14,1,IMS/11-MytiopsisSallei-01.jpg,Match/11-MytiopsisSallei-06.jpg,Match,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
-0.552526042,-0.253003472,1,0,0,3.5647,number1,0,15,15,15,1,IMS/03-CarcinusMaenas-03.jpg,SimilarSameFamily/03-01-NectocarcinusIntegifrons.jpg,SimilarSameFamily,42,2689,1,2021-03-30_23h30.25.236,Cognitive Biosecurity - Finding Dory,2020.1.3,MacIntel,60
