ImageFile1,ImageFile2,MatchSimilar,SequenceNumber
IMS/17-RapanaVenosa-03.jpg,SimilarSameGenus/17-02-RapanaBezoar.jpg,SimilarSameGenus,818
IMS/02-AsteriasAmurensis-03.jpg,SimilarSameOrder/02-01-HeliasterSolaris.jpg,SimilarSameOrder,818
IMS/17-RapanaVenosa-02.jpg,SimilarSameFamily/17-02-AcanthinaMonodon.jpg,SimilarSameFamily,818
IMS/10-MyaJaponica-04.jpg,SimilarSameFamily/10-01-SpheniaBinghami.jpg,SimilarSameFamily,818
IMS/07-EuchoneLimnicola-02.jpg,SimilarSameGenus/07-01-EuchoneAnalis.jpg,SimilarSameGenus,818
IMS/12-PatiriellaRegularis-04.jpg,SimilarSameOrder/12-01-AnthasterValvulatus.jpg,SimilarSameOrder,818
IMS/17-RapanaVenosa-01.jpg,SimilarSameOrder/17-01-HastulaCinerea.jpg,SimilarSameOrder,818
IMS/04-CharybdisJaponica-03.jpg,SimilarSameOrder/04-01-CalappaJaponica.jpg,SimilarSameOrder,818
IMS/05-CodiumFragile-03.jpg,Match/05-CodiumFragile-07.jpg,Match,818
IMS/02-AsteriasAmurensis-02.jpg,SimilarSameGenus/02-02-AsteriasForbesi.jpg,SimilarSameGenus,818
IMS/10-MyaJaponica-01.jpg,Match/10-MyaJaponica-06.jpg,Match,818
IMS/08-HemigrapsusSanguineus-01.jpg,SimilarSameGenus/08-01-HemigrapsusOregonesis.jpg,SimilarSameGenus,818
IMS/08-HemigrapsusSanguineus-04.jpg,Match/08-HemigrapsusSanguineus-05.jpg,Match,818
IMS/13-PernaCanaliculus-02.jpg,Match/13-PernaCanaliculus-07.jpg,Match,818
IMS/02-AsteriasAmurensis-04.jpg,SimilarSameFamily/02-01-AstrostoleScabra.jpg,SimilarSameFamily,818
IMS/12-PatiriellaRegularis-01.jpg,Match/12-PatiriellaRegularis-05.jpg,Match,818
IMS/16-PotamocorbulaAmurensis-01.jpg,SimilarSameGenus/16-01-PotamorcorubulaLaevis.jpg,SimilarSameGenus,818
IMS/03-CarcinusMaenas-03.jpg,Match/03-CarcinusMaenas-05.jpg,Match,818
IMS/04-CharybdisJaponica-04.jpg,SimilarSameGenus/04-01-CharybdisHellerii.jpg,SimilarSameGenus,818
IMS/03-CarcinusMaenas-04.jpg,SimilarSameOrder/03-01-ParagrapsusQuadridentatus.jpg,SimilarSameOrder,818
IMS/15-PernaViridis-03.jpg,SimilarSameOrder/15-03-SeptiferBilocularis.jpg,SimilarSameOrder,818
IMS/11-MytiopsisSallei-03.jpg,SimilarSameOrder/11-01-AcanthocardiaTuberculata.jpg,SimilarSameOrder,818
IMS/14-PernaPerna-04.jpg,SimilarSameFamily/14-01-TrichomyaHirsuta.jpg,SimilarSameFamily,818
IMS/08-HemigrapsusSanguineus-02.jpg,SimilarSameFamily/08-01-CyclograpsusGranulatus.jpg,SimilarSameFamily,818
IMS/08-HemigrapsusSanguineus-03.jpg,SimilarSameOrder/08-01-GeograpsusLividus.jpg,SimilarSameOrder,818
IMS/05-CodiumFragile-01.jpg,SimilarSameFamily/05-03-TydemaniaExpeditions.jpg,SimilarSameFamily,818
IMS/01-VaricorbulaGibba-04.jpg,SimilarSameOrder/01-01-BarneaParva.jpg,SimilarSameOrder,818
