ImageFile1,ImageFile2,MatchSimilar,SequenceNumber
IMS/07-EuchoneLimnicola-04.jpg,SimilarSameFamily/07-01-EudistyliaVancouveri.jpg,SimilarSameFamily,461
IMS/15-PernaViridis-03.jpg,SimilarSameFamily/15-01-BrachidontesRostratus.jpg,SimilarSameFamily,461
IMS/02-AsteriasAmurensis-03.jpg,SimilarSameOrder/02-01-LabidiasterRadiosus.jpg,SimilarSameOrder,461
IMS/01-VaricorbulaGibba-03.jpg,SimilarSameOrder/01-01-BarneaParva.jpg,SimilarSameOrder,461
IMS/09-HydroidesSanctaecrucis-03.jpg,Match/09-HydroidesSanctaecrucis-06.jpg,Match,461
IMS/05-CodiumFragile-03.jpg,SimilarSameOrder/05-01-OsterobiumQueketti.jpg,SimilarSameOrder,461
IMS/17-RapanaVenosa-04.jpg,SimilarSameGenus/17-01-RapanaBezoar.jpg,SimilarSameGenus,461
IMS/03-CarcinusMaenas-01.jpg,SimilarSameFamily/03-01-EriocheirSinensis.jpg,SimilarSameFamily,461
IMS/18-SabellaSpallanzanii-04.jpg,SimilarSameGenus/18-02-SabellaPavonina.jpg,SimilarSameGenus,461
IMS/10-MyaJaponica-03.jpg,SimilarSameOrder/10-01-PanopeaAbrupta.jpg,SimilarSameOrder,461
IMS/10-MyaJaponica-04.jpg,Match/10-MyaJaponica-07.jpg,Match,461
IMS/14-PernaPerna-04.jpg,SimilarSameFamily/14-01-AulacomyaAtra.jpg,SimilarSameFamily,461
IMS/09-HydroidesSanctaecrucis-02.jpg,SimilarSameGenus/09-02-HydroidesDianthus.jpg,SimilarSameGenus,461
IMS/16-PotamocorbulaAmurensis-04.jpg,Match/16-PotamocorbulaAmurensis-06.jpg,Match,461
IMS/06-CrepidulaFornicata-01.jpg,SimilarSameFamily/06-01-CrepipatellaDorsata.jpg,SimilarSameFamily,461
IMS/16-PotamocorbulaAmurensis-02.jpg,SimilarSameGenus/16-01-PotamorcorubulaFasciata.jpg,SimilarSameGenus,461
IMS/08-HemigrapsusSanguineus-02.jpg,SimilarSameOrder/08-01-Goniopsis-Cruentata.jpg,SimilarSameOrder,461
IMS/15-PernaViridis-02.jpg,Match/15-PernaViridis-07.jpg,Match,461
