ImageFile1,ImageFile2,MatchSimilar,SequenceNumber
IMS/08-HemigrapsusSanguineus-02.jpg,SimilarSameFamily/08-01-EriocheirSinensis.jpg,SimilarSameFamily,139
IMS/14-PernaPerna-01.jpg,SimilarSameFamily/14-01-AulacomyaAtra.jpg,SimilarSameFamily,139
IMS/05-CodiumFragile-03.jpg,Match/05-CodiumFragile-07.jpg,Match,139
IMS/02-AsteriasAmurensis-02.jpg,SimilarSameOrder/02-01-LabidiasterRadiosus.jpg,SimilarSameOrder,139
IMS/13-PernaCanaliculus-03.jpg,SimilarSameFamily/13-02-BrachidontesDomingensis.jpg,SimilarSameFamily,139
IMS/09-HydroidesSanctaecrucis-03.jpg,SimilarSameOrder/09-02-MyxicolaInfundibulum.jpg,SimilarSameOrder,139
IMS/08-HemigrapsusSanguineus-01.jpg,SimilarSameOrder/08-01-Goniopsis-Cruentata.jpg,SimilarSameOrder,139
IMS/07-EuchoneLimnicola-01.jpg,SimilarSameFamily/07-01-DesdemonaOrnata.jpg,SimilarSameFamily,139
IMS/04-CharybdisJaponica-04.jpg,SimilarSameFamily/04-01-ScyllaSerrata.jpg,SimilarSameFamily,139
IMS/18-SabellaSpallanzanii-02.jpg,SimilarSameGenus/18-02-SabellaPavonina.jpg,SimilarSameGenus,139
IMS/10-MyaJaponica-03.jpg,SimilarSameGenus/10-03-MyaTruncata.jpg,SimilarSameGenus,139
IMS/10-MyaJaponica-04.jpg,Match/10-MyaJaponica-06.jpg,Match,139
IMS/11-MytiopsisSallei-01.jpg,SimilarSameGenus/11-03-MytilopsisLeucophaeta.jpg,SimilarSameGenus,139
IMS/05-CodiumFragile-04.jpg,SimilarSameGenus/05-01-CodiumTomentosum.jpg,SimilarSameGenus,139
IMS/09-HydroidesSanctaecrucis-01.jpg,SimilarSameFamily/09-01-FicopomatusEnigmaticus.jpg,SimilarSameFamily,139
IMS/03-CarcinusMaenas-03.jpg,Match/03-CarcinusMaenas-06.jpg,Match,139
IMS/04-CharybdisJaponica-02.jpg,SimilarSameOrder/04-01-CalappaJaponica.jpg,SimilarSameOrder,139
IMS/05-CodiumFragile-02.jpg,SimilarSameOrder/05-02-OsterobiumQueketti.jpg,SimilarSameOrder,139
IMS/16-PotamocorbulaAmurensis-01.jpg,SimilarSameFamily/16-02-CorbulaSulcata.jpg,SimilarSameFamily,139
IMS/06-CrepidulaFornicata-02.jpg,SimilarSameFamily/06-01-CrepipatellaDorsata.jpg,SimilarSameFamily,139
IMS/07-EuchoneLimnicola-04.jpg,SimilarSameOrder/07-01-FabriciaSabella.jpg,SimilarSameOrder,139
IMS/03-CarcinusMaenas-01.jpg,SimilarSameGenus/03-02-CarcinusAestuarii.jpg,SimilarSameGenus,139
IMS/17-RapanaVenosa-01.jpg,SimilarSameOrder/17-01-BuccinumUndatum.jpg,SimilarSameOrder,139
IMS/02-AsteriasAmurensis-03.jpg,SimilarSameFamily/02-01-AstrostoleScabra.jpg,SimilarSameFamily,139
IMS/16-PotamocorbulaAmurensis-03.jpg,SimilarSameGenus/16-01-PotamorcorubulaLaevis.jpg,SimilarSameGenus,139
IMS/12-PatiriellaRegularis-04.jpg,SimilarSameFamily/12-01-CalloptiriaGranfera.jpg,SimilarSameFamily,139
IMS/14-PernaPerna-02.jpg,SimilarSameOrder/14-03-SeptiferBilocularis.jpg,SimilarSameOrder,139
