ImageFile1,ImageFile2,MatchSimilar,SequenceNumber
IMS/18-SabellaSpallanzanii-02.jpg,Match/18-SabellaSpallanzanii-07.jpg,Match,368
IMS/12-PatiriellaRegularis-03.jpg,SimilarSameOrder/12-01-MeridiastraGunnii.jpg,SimilarSameOrder,368
IMS/05-CodiumFragile-04.jpg,SimilarSameGenus/05-01-CodiumTomentosum.jpg,SimilarSameGenus,368
IMS/15-PernaViridis-02.jpg,SimilarSameOrder/15-02-SeptiferBilocularis.jpg,SimilarSameOrder,368
IMS/08-HemigrapsusSanguineus-01.jpg,SimilarSameFamily/08-01-CyclograpsusInteger.jpg,SimilarSameFamily,368
IMS/04-CharybdisJaponica-02.jpg,SimilarSameFamily/04-01-ScyllaSerrata.jpg,SimilarSameFamily,368
IMS/16-PotamocorbulaAmurensis-01.jpg,Match/16-PotamocorbulaAmurensis-05.jpg,Match,368
IMS/17-RapanaVenosa-03.jpg,SimilarSameGenus/17-02-RapanaBezoar.jpg,SimilarSameGenus,368
IMS/09-HydroidesSanctaecrucis-02.jpg,Match/09-HydroidesSanctaecrucis-05.jpg,Match,368
IMS/06-CrepidulaFornicata-04.jpg,SimilarSameGenus/06-01-CrepidulaConvexa.jpg,SimilarSameGenus,368
IMS/14-PernaPerna-04.jpg,SimilarSameOrder/14-03-SeptiferBilocularis.jpg,SimilarSameOrder,368
IMS/09-HydroidesSanctaecrucis-03.jpg,SimilarSameFamily/09-01-VermilipsisStriaticeps.jpg,SimilarSameFamily,368
IMS/02-AsteriasAmurensis-01.jpg,SimilarSameGenus/02-02-AsteriasForbesi.jpg,SimilarSameGenus,368
IMS/09-HydroidesSanctaecrucis-04.jpg,SimilarSameGenus/09-03-HydroidesDianthus.jpg,SimilarSameGenus,368
IMS/11-MytiopsisSallei-02.jpg,Match/11-MytiopsisSallei-05.jpg,Match,368
IMS/05-CodiumFragile-01.jpg,SimilarSameOrder/05-02-OsterobiumQueketti.jpg,SimilarSameOrder,368
IMS/12-PatiriellaRegularis-04.jpg,SimilarSameGenus/12-01-PatiriellaMortenseni.jpg,SimilarSameGenus,368
IMS/09-HydroidesSanctaecrucis-01.jpg,SimilarSameOrder/09-01-MyxicolaInfundibulum.jpg,SimilarSameOrder,368
IMS/12-PatiriellaRegularis-02.jpg,SimilarSameFamily/12-01-CalloptiriaGranfera.jpg,SimilarSameFamily,368
IMS/07-EuchoneLimnicola-03.jpg,SimilarSameFamily/07-01-EudistyliaVancouveri.jpg,SimilarSameFamily,368
IMS/07-EuchoneLimnicola-04.jpg,Match/07-EuchoneLimnicola-05.jpg,Match,368
IMS/08-HemigrapsusSanguineus-03.jpg,Match/08-HemigrapsusSanguineus-06.jpg,Match,368
IMS/14-PernaPerna-01.jpg,SimilarSameGenus/14-01-PernaCanaliculus.jpg,SimilarSameGenus,368
IMS/07-EuchoneLimnicola-01.jpg,SimilarSameGenus/07-01-EuchoneAnalis.jpg,SimilarSameGenus,368
IMS/18-SabellaSpallanzanii-01.jpg,SimilarSameFamily/18-01-SabellastarteMagnifica.jpg,SimilarSameFamily,368
IMS/16-PotamocorbulaAmurensis-04.jpg,SimilarSameFamily/16-01-CorbulaSulcata.jpg,SimilarSameFamily,368
IMS/13-PernaCanaliculus-04.jpg,SimilarSameFamily/13-02-BrachidontesDomingensis.jpg,SimilarSameFamily,368
IMS/02-AsteriasAmurensis-02.jpg,SimilarSameFamily/02-01-UniophoraGranifera.jpg,SimilarSameFamily,368
IMS/12-PatiriellaRegularis-01.jpg,Match/12-PatiriellaRegularis-05.jpg,Match,368
IMS/06-CrepidulaFornicata-02.jpg,SimilarSameFamily/06-01-CalyptraeaCentralis.jpg,SimilarSameFamily,368
IMS/14-PernaPerna-03.jpg,Match/14-PernaPerna-05.jpg,Match,368
IMS/08-HemigrapsusSanguineus-02.jpg,SimilarSameOrder/08-01-GeograpsusCrinipes.jpg,SimilarSameOrder,368
IMS/11-MytiopsisSallei-04.jpg,SimilarSameFamily/11-02-DreissenaPolymorpha.jpg,SimilarSameFamily,368
IMS/14-PernaPerna-02.jpg,SimilarSameFamily/14-02-AulacomyaAtra.jpg,SimilarSameFamily,368
IMS/05-CodiumFragile-03.jpg,Match/05-CodiumFragile-06.jpg,Match,368
IMS/15-PernaViridis-03.jpg,SimilarSameFamily/15-01-BrachidontesRostratus.jpg,SimilarSameFamily,368
IMS/01-CrepidulaFornicata-01.jpg,SimilarSameFamily/01-01-CalyptreaCentralis.jpg,SimilarSameFamily,368
IMS/01-CrepidulaFornicata-02.jpg,SimilarSameGenus/01-01-CrepidulaConvexa.jpg,SimilarSameGenus,368
IMS/10-MyaJaponica-04.jpg,Match/10-MyaJaponica-06.jpg,Match,368
